,Video title,Comments
173,How I Would Learn Data Science (If I Had to Start Over),"Hey man, just came across you and really enjoyed and learned a lot from you! I'm someone who finished 2 years of college, finished all my general classes in a communications. However I just didn't see the value of finishing school at the time and went into Real Estate and has been great. However my passion is soccer analytics. I have a blog where I post all my visuals of my data analytics and it's picked up great traction! However I want to do data analytics for soccer full time but I don't know what the best route is. Either go back to school and get analytics degree or taking an online course/certification for all the soccer analytic knowledge I need. Any insight or advice for what route is better?"
174,How I Would Learn Data Science (If I Had to Start Over),I wish there was a google classroom for beginners who are studying data science with a expert in the group who could guide us😓
175,How I Would Learn Data Science (If I Had to Start Over),Gilfoyle had plastic surgery and made a youtube video
176,How I Would Learn Data Science (If I Had to Start Over),Is there any age eligibility to study data science?
177,How I Would Learn Data Science (If I Had to Start Over),I have may last year project based on computer vision. It was actually real time object tracking through video and recommend those items for shopping...
178,How I Would Learn Data Science (If I Had to Start Over),How can we find some freelance projects of data science?
179,How I Would Learn Data Science (If I Had to Start Over),"I'm in my final year of medical school, I want to go into data science. I just started learning python, I will appreciate any advice or guidance. Thank you!"
180,How I Would Learn Data Science (If I Had to Start Over),Recently engineers from Amazon and Wall Street launched this website for interview preparation for data engineers: Please check out: https://machinelearningfaq.com/
181,How I Would Learn Data Science (If I Had to Start Over),Am I the only one who is looking at the books in the beginning
182,How I Would Learn Data Science (If I Had to Start Over),You still replying?
183,How I Would Learn Data Science (If I Had to Start Over),"Hi, I want to know that after few years experience in data science, How this experience will useful ,if some one want to become enterprinur, and what and all those fields, thank you."
184,How I Would Learn Data Science (If I Had to Start Over),"Hi Ken! GREAT video! I'm struggling to escape tutorial hell, any tips? I learnt pandas and regression recently but I'm still getting stuck with cleaning the data and feature engineering."
185,How I Would Learn Data Science (If I Had to Start Over),This was a great video! I am a college student that plans to pursue a career in biology/ecology research and we use a lot of R lol. I think the steps you outlined in this video are a great way to get familiar with data science for research applications! Do you have any advice for learning basic data science for bio?
186,How I Would Learn Data Science (If I Had to Start Over),"Sir , as of now , is it necessary for a degree in data science ? Or being self taught and having degree isn't much different ?
Since I am in high school , I still have a choice to go for a data science degree in college next year."
187,How I Would Learn Data Science (If I Had to Start Over),i want to join NASA a  data scientist  so what steps i should follow
188,How I Would Learn Data Science (If I Had to Start Over),would pure math be better in long term for data science than stats?
189,How I Would Learn Data Science (If I Had to Start Over),"Ken, What books are you reading?"
190,How I Would Learn Data Science (If I Had to Start Over),"Well, I would had spent more time going outside in 2019 than 2020 thats a fact ^^"
191,How I Would Learn Data Science (If I Had to Start Over),Very useful stuff. I would start at 3:30 and watch at 1.25 speed.
192,How I Would Learn Data Science (If I Had to Start Over),"Thanks for this video! But I have few questions.
1. In my country, There is no such thing as data science course in our universities. What courses should I take for data science? Shoud I take math, statistics or CS? and do I need to take Master's Degree?
2. Did you learn DS or ML first? or both at the same time?
3. and Is it possible for me to learn it myself(with help of online resources)?"
